Id,ActivityMinute,Calories,Date
8583815059,2016-03-29 14:04:00,5.32950019836426,2016-03-29
8583815059,2016-03-29 14:05:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 14:06:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:07:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 14:08:00,4.48799991607666,2016-03-29
8583815059,2016-03-29 14:09:00,3.3659999370575,2016-03-29
8583815059,2016-03-29 14:10:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 14:11:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 14:12:00,5.32950019836426,2016-03-29
8583815059,2016-03-29 14:13:00,5.04899978637695,2016-03-29
8583815059,2016-03-29 14:14:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 14:15:00,8.13449954986572,2016-03-29
8583815059,2016-03-29 14:16:00,8.13449954986572,2016-03-29
8583815059,2016-03-29 14:17:00,5.89050006866455,2016-03-29
8583815059,2016-03-29 14:18:00,7.85400009155273,2016-03-29
8583815059,2016-03-29 14:19:00,7.01249980926514,2016-03-29
8583815059,2016-03-29 14:20:00,5.04899978637695,2016-03-29
8583815059,2016-03-29 14:21:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 14:22:00,5.32950019836426,2016-03-29
8583815059,2016-03-29 14:23:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:24:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:25:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:26:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:27:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:28:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:29:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:30:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:31:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:32:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:33:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:34:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:35:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:36:00,3.3659999370575,2016-03-29
8583815059,2016-03-29 14:37:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 14:38:00,5.32950019836426,2016-03-29
8583815059,2016-03-29 14:39:00,5.04899978637695,2016-03-29
8583815059,2016-03-29 14:40:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 14:41:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 14:42:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:43:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:44:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:45:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:46:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:47:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:48:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 14:49:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 14:50:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:51:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:52:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:53:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:54:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:55:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:56:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 14:57:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:58:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 14:59:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:00:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:01:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:02:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:03:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:04:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:05:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:06:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:07:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:08:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:09:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:10:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:11:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:12:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:13:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:14:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:15:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:16:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:17:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:18:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:19:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:20:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:21:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:22:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:23:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:24:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:25:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:26:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:27:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:28:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:29:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:30:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:31:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:32:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:33:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:34:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:35:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:36:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:37:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:38:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:39:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:40:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:41:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:42:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:43:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:44:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:45:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:46:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:47:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:48:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:49:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:50:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:51:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 15:52:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:53:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:54:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:55:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:56:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:57:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:58:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 15:59:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:00:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:01:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:02:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:03:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:04:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:05:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:06:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:07:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:08:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:09:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:10:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:11:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:12:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:13:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:14:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:15:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:16:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:17:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:18:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:19:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:20:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:21:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:22:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:23:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:24:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:25:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:26:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:27:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:28:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:29:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:30:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:31:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:32:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:33:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:34:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:35:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:36:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:37:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:38:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:39:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:40:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:41:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:42:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:43:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:44:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:45:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:46:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:47:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:48:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:49:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:50:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:51:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:52:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:53:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:54:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:55:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 16:56:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:57:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:58:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 16:59:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:00:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:01:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:02:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:03:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:04:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:05:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:06:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:07:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:08:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:09:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:10:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:11:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:12:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:13:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:14:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:15:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:16:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:17:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:18:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:19:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:20:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:21:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:22:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:23:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:24:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:25:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:26:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:27:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:28:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:29:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:30:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:31:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:32:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:33:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:34:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:35:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:36:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:37:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:38:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:39:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:40:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:41:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:42:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:43:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 17:44:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 17:45:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:46:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 17:47:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:48:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:49:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:50:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:51:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:52:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:53:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 17:54:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 17:55:00,5.32950019836426,2016-03-29
8583815059,2016-03-29 17:56:00,5.32950019836426,2016-03-29
8583815059,2016-03-29 17:57:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 17:58:00,3.3659999370575,2016-03-29
8583815059,2016-03-29 17:59:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 18:00:00,5.32950019836426,2016-03-29
8583815059,2016-03-29 18:01:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 18:02:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:03:00,3.3659999370575,2016-03-29
8583815059,2016-03-29 18:04:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:05:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:06:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:07:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:08:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:09:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:10:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:11:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:12:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:13:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:14:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:15:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:16:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:17:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:18:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:19:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:20:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:21:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:22:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:23:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:24:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:25:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:26:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:27:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:28:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:29:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:30:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:31:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:32:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:33:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:34:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:35:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:36:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:37:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:38:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:39:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:40:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:41:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:42:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:43:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:44:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:45:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:46:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:47:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:48:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:49:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:50:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 18:51:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:52:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:53:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:54:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:55:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:56:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:57:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:58:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 18:59:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:00:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:01:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:02:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 19:03:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 19:04:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 19:05:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:06:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:07:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:08:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:09:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:10:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:11:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:12:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:13:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:14:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:15:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:16:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:17:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:18:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:19:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:20:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:21:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:22:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:23:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:24:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:25:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:26:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:27:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:28:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:29:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:30:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:31:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:32:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:33:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:34:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:35:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:36:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:37:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:38:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:39:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:40:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 19:41:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 19:42:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:43:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:44:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:45:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:46:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:47:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:48:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:49:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:50:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:51:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:52:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:53:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:54:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:55:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:56:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 19:57:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:58:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 19:59:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:00:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:01:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:02:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:03:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:04:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:05:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:06:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:07:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:08:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:09:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:10:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:11:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:12:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 20:13:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 20:14:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 20:15:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:16:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:17:00,3.3659999370575,2016-03-29
8583815059,2016-03-29 20:18:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:19:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:20:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:21:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:22:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:23:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:24:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:25:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:26:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 20:27:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:28:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 20:29:00,5.04899978637695,2016-03-29
8583815059,2016-03-29 20:30:00,4.48799991607666,2016-03-29
8583815059,2016-03-29 20:31:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:32:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:33:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 20:34:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 20:35:00,5.6100001335144,2016-03-29
8583815059,2016-03-29 20:36:00,5.04899978637695,2016-03-29
8583815059,2016-03-29 20:37:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 20:38:00,4.76849985122681,2016-03-29
8583815059,2016-03-29 20:39:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 20:40:00,3.64650011062622,2016-03-29
8583815059,2016-03-29 20:41:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:42:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:43:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:44:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:45:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:46:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:47:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:48:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:49:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:50:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:51:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:52:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:53:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:54:00,1.4025000333786,2016-03-29
8583815059,2016-03-29 20:55:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:56:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:57:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 20:58:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 20:59:00,4.48799991607666,2016-03-29
8583815059,2016-03-29 21:00:00,3.92700004577637,2016-03-29
8583815059,2016-03-29 21:01:00,1.54275000095367,2016-03-29
8583815059,2016-03-29 21:02:00,4.20749998092651,2016-03-29
8583815059,2016-03-29 21:03:00,5.04899978637695,2016-03-29
8583815059,2016-03-29 21:04:00,3.3659999370575,2016-03-29
8583815059,2016-03-29 21:05:00,3.3659999370575,2016-03-29
8583815059,2016-03-29 21:06:00,5.32950019836426,2016-03-29
